CGAIdent,HUKSegment
1004604,Restaurants
1004606,Restaurants
1004607,Hotel
1004609,Restaurants
1004610,Hotel
1004611,Restaurants
1004613,Restaurants
1004614,Restaurants
1004615,Casual Dining
1004616,Family Pub Dining
1004619,Casual Dining
1004621,Restaurants
1004622,Restaurants
1004624,Casual Dining
1004625,Restaurants
1004627,Sports Clubs
1004629,Restaurants
1004630,High Street Pub
1004631,Restaurants
1004650,Restaurants
1004674,Restaurants
1004701,High Street Pub
1004757,ABOS
1004791,Restaurants
1004913,Casual Dining
1004918,Restaurants
1004949,Restaurants
1005066,ABOS
1005138,ABOS
1005245,High Street Pub
1005325,High Street Pub
1005471,Restaurants
1005654,Restaurants
1005744,High Street Pub
1005755,Restaurants
1005774,High Street Pub
1005804,High Street Pub
1005825,Restaurants
1005868,High Street Pub
1005902,Casual Dining
1005918,High Street Pub
1005942,Restaurants
1005961,ABOS
1006112,Family Pub Dining
1006121,Casual Dining
1006177,High Street Pub
1006178,Restaurants
1006268,ABOS
1006280,ABOS
1006379,Restaurants
1006695,Casual Dining
1006718,High Street Pub
1006792,Family Pub Dining
1006833,ABOS
1006873,High Street Pub
1007136,Casual Dining
1007229,Restaurants
1007313,ABOS
1007314,High Street Pub
1007490,High Street Pub
1007624,Restaurants
1007772,Restaurants
1007785,Restaurants
1007786,Restaurants
1007864,Restaurants
1007905,ABOS
1007914,High Street Pub
1007916,Restaurants
1007966,Restaurants
1008039,ABOS
1008089,Restaurants
1008156,Restaurants
1008177,High Street Pub
1008265,ABOS
1008362,Restaurants
1008448,Casual Dining
1008449,Casual Dining
1008452,High Street Pub
1008514,Restaurants
1008523,Restaurants
1008738,High Street Pub
1008802,High Street Pub
1008863,Restaurants
1009138,High Street Pub
1009211,Hotel
1009250,Casual Dining
1009425,High Street Pub
1009439,High Street Pub
1009496,Restaurants
1009503,Restaurants
1009541,Restaurants
1009556,Large Venue
1009569,ABOS
1009671,Restaurants
1009675,Restaurants
1009684,High Street Pub
1009689,Restaurants
1009696,Restaurants
1009762,ABOS
1009782,Casual Dining
1009790,High Street Pub
1009812,ABOS
1009842,ABOS
1009883,ABOS
1009903,Restaurants
1009917,Restaurants
1009936,Casual Dining
1009941,Restaurants
1010133,Restaurants
1010146,Restaurants
1010155,Restaurants
1010172,Restaurants
1010214,ABOS
1010238,Restaurants
1010265,High Street Pub
1010318,Casual Dining
1010328,Casual Dining
1010331,Restaurants
1010366,High Street Pub
1010404,Restaurants
1010414,Restaurants
1010445,High Street Pub
1010457,Restaurants
1010483,High Street Pub
1010582,Casual Dining
1010608,ABOS
1010624,Restaurants
1010629,High Street Pub
1010655,High Street Pub
1010691,Restaurants
1010767,Restaurants
1010854,ABOS
1010928,ABOS
1010985,Casual Dining
1011559,ABOS
1011564,ABOS
1011566,ABOS
1011580,High Street Pub
1011583,High Street Pub
1011600,ABOS
1011602,High Street Pub
1011627,High Street Pub
1011663,ABOS
1011680,Restaurants
1011863,Restaurants
1011894,Restaurants
1012017,ABOS
1012068,Restaurants
1012172,Restaurants
1012224,Restaurants
1012291,Restaurants
1012345,ABOS
1012388,Restaurants
1012424,High Street Pub
1012442,Restaurants
1012449,Restaurants
1012522,ABOS
1012534,Restaurants
1012612,Circuit Bar
1012632,High Street Pub
1012891,Casual Dining
1013454,Restaurants
1013664,Casual Dining
1013772,High Street Pub
1013839,High Street Pub
1013843,ABOS
1013857,High Street Pub
1013858,Restaurants
1013878,ABOS
1014089,Restaurants
1014135,High Street Pub
1014157,High Street Pub
1014237,Restaurants
1014251,Casual Dining
1014254,ABOS
1014268,ABOS
1014279,High Street Pub
1014331,Restaurants
1014393,Restaurants
1014566,Large Venue
1014597,High Street Pub
1014663,High Street Pub
1014682,Restaurants
1014696,Casual Dining
1014734,High Street Pub
1014781,Restaurants
1014785,High Street Pub
1014830,Restaurants
1015044,Restaurants
1015096,Restaurants
1015127,Restaurants
1015188,High Street Pub
1015260,ABOS
1015288,Casual Dining
1015561,Restaurants
1015596,High Street Pub
1015788,Restaurants
1016129,Casual Dining
1016324,High Street Pub
1016411,Restaurants
1016647,Restaurants
1016661,Casual Dining
1016677,High Street Pub
1016686,Restaurants
1016763,Restaurants
1016787,ABOS
1016818,High Street Pub
1016836,ABOS
1016856,ABOS
1016859,Restaurants
1016868,Restaurants
1016924,Casual Dining
1016929,Restaurants
1016946,Restaurants
1017102,Restaurants
1017259,Restaurants
1017271,Casual Dining
1017272,Restaurants
1017373,Restaurants
1017387,Casual Dining
1017449,Restaurants
1017487,Casual Dining
1017569,High Street Pub
1017599,Restaurants
1017634,High Street Pub
1017644,ABOS
1017725,High Street Pub
1017772,High Street Pub
1017880,Restaurants
1017968,Restaurants
1018232,High Street Pub
1018257,Restaurants
1018295,Restaurants
1018947,Restaurants
1018951,Restaurants
1019106,Restaurants
1019108,Restaurants
1019241,Restaurants
1019319,Casual Dining
1019391,Restaurants
1019410,Restaurants
1019500,ABOS
1019633,Casual Dining
1019649,High Street Pub
1019733,Restaurants
1019800,Restaurants
1019848,Restaurants
1019853,High Street Pub
1019970,ABOS
1019984,Casual Dining
1020047,Casual Dining
1020228,Casual Dining
1020360,Restaurants
1020401,Casual Dining
1020616,ABOS
1020706,Restaurants
1020870,Casual Dining
1020890,Restaurants
1020896,Restaurants
1020916,Casual Dining
1020940,Restaurants
1021112,Restaurants
1021141,Casual Dining
1021152,High Street Pub
1021388,Large Venue
1021444,Restaurants
1021454,Casual Dining
1021564,Restaurants
1021611,Restaurants
1021785,Restaurants
1021965,Restaurants
1021990,ABOS
1022056,Restaurants
1022252,High Street Pub
1022254,High Street Pub
1022320,Restaurants
1022713,Casual Dining
1022797,Premium Local
1022890,Restaurants
1022895,Restaurants
1022921,Restaurants
1022939,Restaurants
1022962,High Street Pub
1023030,Restaurants
1023041,ABOS
1023088,Restaurants
1023261,High Street Pub
1023762,High Street Pub
1024219,Restaurants
1024886,High Street Pub
1024894,Restaurants
1024896,High Street Pub
1024898,Restaurants
1024977,High Street Pub
1024981,High Street Pub
1024983,Restaurants
1024992,Restaurants
1025073,Restaurants
1025159,Premium Local
1025412,Restaurants
1025414,Restaurants
1025517,High Street Pub
1025581,Restaurants
1025625,High Street Pub
1025632,High Street Pub
1025682,Restaurants
1025733,High Street Pub
1025763,Restaurants
1025954,Restaurants
1025968,Restaurants
1025981,Restaurants
1026031,ABOS
1026228,Premium Local
1026257,Restaurants
1026290,Restaurants
1026316,Restaurants
1026403,Restaurants
1026428,Restaurants
1026433,Restaurants
1026591,Restaurants
1026599,Restaurants
1026647,Restaurants
1026672,Casual Dining
1026673,Restaurants
1026865,Restaurants
1026930,Restaurants
1027092,Circuit Bar
1027139,High Street Pub
1027148,High Street Pub
1027153,High Street Pub
1027224,ABOS
1027379,High Street Pub
1027400,High Street Pub
1027444,Restaurants
1027452,High Street Pub
1027455,ABOS
1027456,ABOS
1027553,Restaurants
1027653,ABOS
1027667,Restaurants
1027710,Restaurants
1027726,Restaurants
1027757,High Street Pub
1027824,ABOS
1027850,Restaurants
1028099,Casual Dining
1028351,Restaurants
1028426,Casual Dining
1028628,ABOS
1029035,ABOS
1029254,Restaurants
1029286,ABOS
1029312,High Street Pub
1029329,ABOS
1029386,ABOS
1029575,Restaurants
1029578,Restaurants
1029639,Restaurants
1029646,High Street Pub
1029687,ABOS
1029701,Restaurants
1029744,ABOS
1029753,High Street Pub
1029898,Restaurants
1029986,Restaurants
1030014,Restaurants
1030236,Restaurants
1030240,Restaurants
1030275,Restaurants
1030276,Restaurants
1030278,Restaurants
1030354,High Street Pub
1030481,High Street Pub
1030498,ABOS
1030517,Casual Dining
1030537,High Street Pub
1030552,Community Pub
1030617,Restaurants
1030763,Restaurants
1030770,Restaurants
1030797,Restaurants
1030801,Restaurants
1030809,High Street Pub
1030841,ABOS
1030995,Restaurants
1031150,Restaurants
1031174,Restaurants
1031178,High Street Pub
1031206,High Street Pub
1031246,Restaurants
1031298,High Street Pub
1031319,Community Pub
1031485,High Street Pub
1031862,High Street Pub
1031934,Restaurants
1031987,High Street Pub
1032094,Restaurants
1032107,Restaurants
1032126,Restaurants
1032170,Night Club
1032179,High Street Pub
1032185,Restaurants
1032478,High Street Pub
1032636,ABOS
1032736,Restaurants
1033481,ABOS
1033501,Restaurants
1033594,Casual Dining
1033665,High Street Pub
1033687,Family Pub Dining
1033703,ABOS
1033736,Restaurants
1034146,Casual Dining
1034281,Restaurants
1034283,High Street Pub
1034302,ABOS
1034305,Restaurants
1034315,Restaurants
1034344,High Street Pub
1034348,ABOS
1034349,Restaurants
1034391,High Street Pub
1034498,Restaurants
1034645,Restaurants
1034871,Restaurants
1035062,Restaurants
1035119,Restaurants
1035172,Restaurants
1035272,Restaurants
1035306,Restaurants
1035307,Restaurants
1035816,ABOS
1035879,Casual Dining
1035929,Restaurants
1035937,Restaurants
1036002,Restaurants
1036004,Restaurants
1036009,Restaurants
1036038,Casual Dining
1036183,Restaurants
1036304,ABOS
1036374,Restaurants
1036424,High Street Pub
1036433,Restaurants
1036443,High Street Pub
1036482,Restaurants
1036557,Restaurants
1036709,High Street Pub
1036843,ABOS
1036905,High Street Pub
1037007,ABOS
1037054,Restaurants
1037382,High Street Pub
1037450,ABOS
1037475,Casual Dining
1037563,Restaurants
1037609,Restaurants
1037641,ABOS
1037666,Restaurants
1037751,Restaurants
1038071,Restaurants
1038077,Casual Dining
1038248,Restaurants
1038290,High Street Pub
1038456,Restaurants
1038459,Casual Dining
1038571,Casual Dining
1038572,Casual Dining
1038573,Casual Dining
1038575,Casual Dining
1038578,Casual Dining
1038617,High Street Pub
1038695,High Street Pub
1038712,Restaurants
1038796,High Street Pub
1039388,Restaurants
1039421,Restaurants
1039522,ABOS
1039546,Restaurants
1039554,Restaurants
1039738,Restaurants
1039780,Sports Clubs
1039826,Casual Dining
1039879,Restaurants
1039886,Restaurants
1040025,Restaurants
1040183,Restaurants
1040289,Casual Dining
1040302,ABOS
1040495,High Street Pub
1040551,Restaurants
1040571,High Street Pub
1040631,High Street Pub
1040767,Casual Dining
1040789,High Street Pub
1040791,Restaurants
1040828,Restaurants
1040837,Restaurants
1040848,Restaurants
1041147,Restaurants
1041155,Restaurants
1041201,Casual Dining
1041235,ABOS
1041252,Restaurants
1041282,Community Pub
1041301,Restaurants
1041320,High Street Pub
1041441,Restaurants
1041552,Restaurants
1041597,High Street Pub
1041760,ABOS
1041831,ABOS
1041971,Casual Dining
1041995,Large Venue
1042085,Casual Dining
1042129,Restaurants
1042137,Restaurants
1042147,High Street Pub
1042217,Casual Dining
1042242,High Street Pub
1042243,Restaurants
1042302,Restaurants
1042315,High Street Pub
1042322,Restaurants
1042341,Restaurants
1042393,Casual Dining
1042453,ABOS
1042671,Restaurants
1042714,ABOS
1042764,Casual Dining
1042838,Restaurants
1042968,Restaurants
1042978,Restaurants
1043003,Restaurants
1043023,Restaurants
1043082,Large Venue
1043178,Casual Dining
1043224,Restaurants
1043297,Restaurants
1043349,Restaurants
1043360,Restaurants
1043465,Restaurants
1043468,High Street Pub
1043592,High Street Pub
1043744,Restaurants
1043848,Restaurants
1044021,Restaurants
1044029,Night Club
1044054,Hotel
1044167,Restaurants
1044190,Restaurants
1044252,Restaurants
1044305,Restaurants
1044385,Restaurants
1044400,Restaurants
1044463,High Street Pub
1044478,Restaurants
1044592,Restaurants
1044821,Casual Dining
1044858,Casual Dining
1044870,Casual Dining
1044918,Casual Dining
1045098,Restaurants
1045174,Casual Dining
1045407,Restaurants
1045613,Casual Dining
1045639,High Street Pub
1045640,High Street Pub
1045654,Premium Local
1045710,High Street Pub
1045869,Restaurants
1046839,ABOS
1047030,Hotel
1047360,High Street Pub
1047673,High Street Pub
1047794,Restaurants
1047831,Restaurants
1047897,High Street Pub
1047910,Restaurants
1047945,High Street Pub
1048042,Restaurants
1048065,Restaurants
1048130,ABOS
1048160,High Street Pub
1048180,Circuit Bar
1048304,ABOS
1048327,Large Venue
1048341,High Street Pub
1048349,High Street Pub
1048404,Restaurants
1048413,Restaurants
1048472,Restaurants
1048611,Restaurants
1048625,Casual Dining
1048846,Casual Dining
1048877,Restaurants
1048901,Circuit Bar
1048912,Restaurants
1048914,Large Venue
1048921,ABOS
1048924,ABOS
1048925,High Street Pub
1048926,High Street Pub
1048927,High Street Pub
1048929,ABOS
1048950,ABOS
1049000,Restaurants
1049053,Casual Dining
1049095,Casual Dining
1049123,ABOS
1049264,Restaurants
1049324,High Street Pub
1049365,Restaurants
1049465,High Street Pub
1049521,Casual Dining
1049545,Restaurants
1049669,High Street Pub
1049682,High Street Pub
1049699,Restaurants
1049739,Restaurants
1049858,Casual Dining
1049878,Restaurants
1049882,High Street Pub
1049971,Casual Dining
1049985,High Street Pub
1050094,ABOS
1050186,Casual Dining
1050211,High Street Pub
1050263,High Street Pub
1050285,Casual Dining
1050299,Restaurants
1050305,Restaurants
1050355,High Street Pub
1050384,ABOS
1050423,Restaurants
1050489,High Street Pub
1050560,Restaurants
1050564,ABOS
1050567,Restaurants
1050599,High Street Pub
1050690,High Street Pub
1050691,Restaurants
1050778,ABOS
1050810,Restaurants
1050831,ABOS
1050858,High Street Pub
1050869,Casual Dining
1050872,ABOS
1050918,Restaurants
1050951,Restaurants
1051001,High Street Pub
1051038,Restaurants
1051088,High Street Pub
1051115,High Street Pub
1051230,Casual Dining
1051307,Casual Dining
1051308,ABOS
1051352,Restaurants
1051419,ABOS
1051445,Restaurants
1051488,High Street Pub
1051525,High Street Pub
1051534,High Street Pub
1051549,High Street Pub
1051596,High Street Pub
1051616,Restaurants
1051625,ABOS
1051632,High Street Pub
1051660,High Street Pub
1051665,High Street Pub
1051784,ABOS
1051943,Restaurants
1051965,Restaurants
1051972,Restaurants
1051975,High Street Pub
1052075,ABOS
1052141,High Street Pub
1052301,ABOS
1052367,ABOS
1052688,Restaurants
1052801,Large Venue
1052842,Restaurants
1052888,Restaurants
1052917,Circuit Bar
1052953,Restaurants
1053001,High Street Pub
1053030,Restaurants
1053032,ABOS
1053148,High Street Pub
1053245,Restaurants
1053328,Restaurants
1053388,Restaurants
1053466,ABOS
1053513,High Street Pub
1053537,Restaurants
1053547,Casual Dining
1053757,Restaurants
1053827,High Street Pub
1053865,Premium Local
1053883,Restaurants
1053968,Casual Dining
1053992,ABOS
1054477,Casual Dining
1054482,Restaurants
1054534,Restaurants
1054598,High Street Pub
1054618,ABOS
1054621,Restaurants
1054656,Restaurants
1054747,ABOS
1054823,Restaurants
1054836,Restaurants
1055240,High Street Pub
1055249,Restaurants
1055281,Restaurants
1055354,Restaurants
1055362,Restaurants
1055400,Restaurants
1055452,Hotel
1055509,High Street Pub
1055589,Casual Dining
1055590,Restaurants
1055591,Restaurants
1055595,Casual Dining
1055597,Hotel
1055598,Hotel
1055602,Restaurants
1055603,ABOS
1055608,Family Pub Dining
1055611,Casual Dining
1055613,Casual Dining
1055615,Casual Dining
1055616,Casual Dining
1055617,Hotel
1055618,Restaurants
1055621,Casual Dining
1055623,ABOS
1055625,High Street Pub
1055627,Restaurants
1055630,Restaurants
1055633,Sports Clubs
1055637,Hotel
1055638,Casual Dining
1055640,Hotel
1055645,Clubland
1055647,Restaurants
1055650,High Street Pub
1055652,Restaurants
1055654,Restaurants
1055655,Restaurants
1055656,Restaurants
1055657,Restaurants
1055658,Casual Dining
1055659,Restaurants
1055660,Restaurants
1055662,Restaurants
1055664,Restaurants
1055665,Restaurants
1055666,Restaurants
1055667,Hotel
1055668,Hotel
1055669,Hotel
1055671,Hotel
1055676,Restaurants
1055680,High Street Pub
1055681,Large Venue
1055682,Clubland
1055690,Restaurants
1055691,Hotel
1055692,Hotel
1055694,Clubland
1055695,ABOS
1055696,Hotel
1055698,Casual Dining
1055699,Night Club
1055700,Casual Dining
1055702,Family Pub Dining
1055706,Casual Dining
1055711,ABOS
1055712,Casual Dining
1055715,Restaurants
1055716,Casual Dining
1055719,Restaurants
1055720,Hotel
1055723,Restaurants
1055724,Clubland
1055727,Casual Dining
1055729,Hotel
1055732,High Street Pub
1055733,Circuit Bar
1055737,Restaurants
1055738,Restaurants
1055740,Restaurants
1055747,Casual Dining
1055748,Casual Dining
1055749,Hotel
1055753,Restaurants
1055756,ABOS
1055757,ABOS
1055760,Restaurants
1055761,Restaurants
1055765,Restaurants
1055781,High Street Pub
1055782,Hotel
1055784,Hotel
1055785,Hotel
1055786,Hotel
1055787,GPGF
1055789,GPGF
1055790,Restaurants
1055791,Restaurants
1055792,Restaurants
1055795,Casual Dining
1055797,Community Pub
1055799,Clubland
1055805,Restaurants
1055806,Night Club
1055809,Clubland
1055813,Clubland
1055815,Clubland
1055911,Restaurants
1055913,Restaurants
1055914,High Street Pub
1055915,Restaurants
1055916,Sports Clubs
1055917,Casual Dining
1055942,Restaurants
1055943,Large Venue
1055963,Clubland
1055964,Casual Dining
1055965,Family Pub Dining
1055967,Large Venue
1055968,Family Pub Dining
1055970,Casual Dining
1055971,Casual Dining
1055972,Casual Dining
1055973,Casual Dining
1055974,Casual Dining
1055975,Casual Dining
1055976,Casual Dining
1055977,Restaurants
1055979,Casual Dining
1055980,Casual Dining
1055986,Restaurants
1055987,Sports Clubs
1055988,Large Venue
1055989,Large Venue
1055991,Restaurants
1055996,Restaurants
1055998,Restaurants
1055999,Restaurants
1056000,Restaurants
1056001,Restaurants
1056002,Restaurants
1056004,High Street Pub
1056009,Restaurants
1056011,Restaurants
1056016,Restaurants
1056017,Large Venue
1056019,ABOS
1056022,High Street Pub
1056026,Sports Clubs
1056028,High Street Pub
1056029,Sports Clubs
1056032,Family Pub Dining
1056033,High Street Pub
1056039,ABOS
1056045,Casual Dining
1056046,Restaurants
1056047,Clubland
1056050,High Street Pub
1056052,High Street Pub
1056053,Large Venue
1056054,High Street Pub
1056055,Hotel
1056058,Family Pub Dining
1056060,Large Venue
