CGAIdent,HUKSegment
127430,Casual Dining
127434,GPGF
127435,Restaurants
127438,High Street Pub
127441,Night Club
127442,Sports Clubs
127448,Casual Dining
127449,Large Venue
127453,ABOS
127456,ABOS
127457,Large Venue
127459,Sports Clubs
127462,Restaurants
127464,Sports Clubs
127465,Sports Clubs
127467,Sports Clubs
127468,ABOS
127469,Sports Clubs
127471,Sports Clubs
127472,Large Venue
127474,Restaurants
127476,ABOS
127477,ABOS
127481,Night Club
127482,Circuit Bar
127483,Restaurants
127485,Hotel
127487,ABOS
127490,ABOS
127491,Restaurants
127494,Casual Dining
127497,Casual Dining
127498,ABOS
127504,Family Pub Dining
127505,Family Pub Dining
127509,Premium Local
127510,Night Club
127520,High Street Pub
127521,Premium Local
127525,Circuit Bar
127526,Premium Local
127528,Premium Local
127529,Clubland
127535,Large Venue
127543,Restaurants
127544,Restaurants
127547,Premium Local
127552,Family Pub Dining
127555,High Street Pub
127557,ABOS
127558,Sports Clubs
127561,Premium Local
127564,Sports Clubs
127566,Sports Clubs
127567,Premium Local
127571,Sports Clubs
127572,ABOS
127573,Restaurants
127574,Sports Clubs
127579,Sports Clubs
127580,Restaurants
127582,Restaurants
127590,Sports Clubs
127593,Hotel
127594,Hotel
127595,Restaurants
127603,GPGF
127611,Casual Dining
127613,Restaurants
127615,Restaurants
127618,Restaurants
127621,Hotel
127623,Hotel
127625,Restaurants
127626,Casual Dining
127628,GPGF
127632,Restaurants
127633,Restaurants
127635,ABOS
127636,Restaurants
127637,ABOS
127638,GPGF
127639,Restaurants
127640,Restaurants
127641,ABOS
127642,GPGF
127649,Hotel
127650,Casual Dining
127652,Restaurants
127655,Sports Clubs
127657,Restaurants
127662,ABOS
127663,Hotel
127665,Restaurants
127670,Restaurants
127671,Restaurants
127672,Restaurants
127676,GPGF
127679,Restaurants
127682,Restaurants
127683,Restaurants
127684,Sports Clubs
127689,Circuit Bar
127690,Casual Dining
127695,Sports Clubs
127700,ABOS
127702,Restaurants
127706,ABOS
127708,Casual Dining
127710,Restaurants
127712,ABOS
127713,Night Club
127714,Restaurants
127716,Restaurants
127717,ABOS
127718,Premium Local
127720,Restaurants
127721,GPGF
127722,Night Club
127726,ABOS
127728,Restaurants
127729,Restaurants
127730,Casual Dining
127731,Restaurants
127736,Casual Dining
127745,Casual Dining
127748,Restaurants
127749,Restaurants
127750,GPGF
127753,ABOS
127754,Restaurants
127755,Restaurants
127757,Restaurants
127762,Restaurants
127764,Premium Local
127767,High Street Pub
127768,Premium Local
127769,ABOS
127770,Premium Local
127771,Clubland
127774,GPGF
127778,ABOS
127787,ABOS
127789,GPGF
127790,GPGF
127791,Restaurants
127793,Restaurants
127798,ABOS
127800,Premium Local
127806,Premium Local
127807,Restaurants
127809,Restaurants
127810,Restaurants
127811,Circuit Bar
127813,Night Club
127815,ABOS
127816,Night Club
127818,Restaurants
127819,ABOS
127820,Premium Local
127821,ABOS
127827,GPGF
127828,ABOS
127829,Restaurants
127830,GPGF
127831,Restaurants
127832,Casual Dining
127834,Clubland
127840,Restaurants
127842,Hotel
127844,Hotel
127847,Restaurants
127848,ABOS
127849,Restaurants
127852,Hotel
127855,Restaurants
127856,Hotel
127857,Hotel
127858,Hotel
127859,GPGF
127861,Restaurants
127862,Restaurants
127864,Restaurants
127866,Restaurants
127867,Restaurants
127868,Hotel
127870,Restaurants
127871,Hotel
127873,Hotel
127875,Restaurants
127880,Restaurants
127881,Sports Clubs
127882,ABOS
127889,Restaurants
127890,Restaurants
127894,GPGF
127901,Hotel
127911,Casual Dining
127912,Restaurants
127914,ABOS
127915,Restaurants
127921,GPGF
127927,GPGF
127930,GPGF
127937,Restaurants
127938,Restaurants
127940,ABOS
127941,GPGF
127942,Large Venue
127943,GPGF
127944,Large Venue
127945,Circuit Bar
127950,GPGF
127951,GPGF
127952,Restaurants
127953,Restaurants
127958,Casual Dining
127961,Premium Local
127962,Hotel
127969,GPGF
127971,Sports Clubs
127973,Restaurants
127975,ABOS
127980,Sports Clubs
127981,GPGF
127983,Restaurants
127984,Restaurants
127986,Restaurants
127987,ABOS
127988,Sports Clubs
127991,Hotel
127992,GPGF
127993,Circuit Bar
127996,Premium Local
127998,Sports Clubs
128000,Casual Dining
128003,Restaurants
128004,ABOS
128005,Restaurants
128006,Restaurants
128007,Restaurants
128009,Restaurants
128011,Restaurants
128012,Restaurants
128015,Premium Local
128016,GPGF
128017,GPGF
128020,Restaurants
128023,Restaurants
128024,ABOS
128025,Casual Dining
128026,ABOS
128037,ABOS
128038,Restaurants
128040,GPGF
128041,Restaurants
128043,Restaurants
128045,GPGF
128046,Restaurants
128047,Restaurants
128049,Casual Dining
128051,Restaurants
128054,Sports Clubs
128058,Premium Local
128065,Premium Local
128070,GPGF
128071,Premium Local
128079,Restaurants
128082,Restaurants
128087,Large Venue
128088,Sports Clubs
128090,ABOS
128091,ABOS
128093,ABOS
128095,Large Venue
128097,Hotel
128099,ABOS
128101,Casual Dining
128104,ABOS
128105,Casual Dining
128106,Restaurants
128108,Casual Dining
128110,Restaurants
128111,Casual Dining
128113,Large Venue
128114,Restaurants
128118,Casual Dining
128121,Restaurants
128122,Restaurants
128123,Casual Dining
128125,Hotel
128126,Restaurants
128127,Restaurants
128128,Night Club
128129,Circuit Bar
128130,Restaurants
128131,Restaurants
128133,Casual Dining
128135,Restaurants
128136,Casual Dining
128137,Casual Dining
128138,Casual Dining
128139,Casual Dining
128141,Hotel
128142,GPGF
128144,Casual Dining
128145,Hotel
128147,Hotel
128151,Hotel
128154,Restaurants
128155,Casual Dining
128159,Hotel
128161,Hotel
128162,ABOS
128163,Hotel
128164,Casual Dining
128167,Restaurants
128168,Hotel
128172,Circuit Bar
128173,Restaurants
128174,Restaurants
128176,Circuit Bar
128177,Casual Dining
128178,Casual Dining
128179,Restaurants
128180,Casual Dining
128182,ABOS
128184,Hotel
128185,Large Venue
128186,Hotel
128190,Hotel
128191,Restaurants
128192,Hotel
128193,Hotel
128194,Hotel
128195,Hotel
128196,Hotel
128198,ABOS
128208,GPGF
128211,Premium Local
128215,GPGF
128216,Restaurants
128218,Hotel
128221,Restaurants
128223,Premium Local
128225,Restaurants
128227,Restaurants
128233,Restaurants
128235,Family Pub Dining
128238,Premium Local
128239,Premium Local
128247,Hotel
128252,Premium Local
128253,Restaurants
128255,Restaurants
128261,Premium Local
128262,Premium Local
128265,GPGF
128266,High Street Pub
128270,GPGF
128285,Restaurants
128293,Family Pub Dining
128295,Restaurants
128298,Restaurants
128299,Restaurants
128303,Night Club
128310,Premium Local
128317,Family Pub Dining
128320,Premium Local
128322,High Street Pub
128325,Night Club
128326,Circuit Bar
128327,Family Pub Dining
128329,ABOS
128332,Restaurants
128334,Clubland
128338,Premium Local
128339,High Street Pub
128340,Premium Local
128348,Premium Local
128350,Premium Local
128351,Large Venue
128354,Premium Local
128357,Night Club
128360,Community Pub
128362,Restaurants
128363,Restaurants
128365,GPGF
128368,Clubland
128370,Community Pub
128371,Community Pub
128372,High Street Pub
128373,Casual Dining
128375,High Street Pub
128376,High Street Pub
128379,Community Pub
128381,Premium Local
128383,Community Pub
128389,High Street Pub
128390,High Street Pub
128392,Circuit Bar
128394,Hotel
128403,Circuit Bar
128404,High Street Pub
128406,High Street Pub
128411,Family Pub Dining
128417,Circuit Bar
128419,Restaurants
128420,High Street Pub
128422,High Street Pub
128428,High Street Pub
128431,Family Pub Dining
128437,Circuit Bar
128438,Casual Dining
128439,Hotel
128440,Family Pub Dining
128443,Restaurants
128444,Family Pub Dining
128445,Restaurants
128446,High Street Pub
128449,Circuit Bar
128450,Restaurants
128453,Hotel
128455,High Street Pub
128456,Hotel
128457,Hotel
128458,Clubland
128459,Community Pub
128460,High Street Pub
128461,High Street Pub
128464,Large Venue
128468,Family Pub Dining
128469,Hotel
128473,Community Pub
128477,Night Club
128478,Hotel
128479,Clubland
128480,Premium Local
128481,Clubland
128490,Family Pub Dining
128493,Community Pub
128494,Community Pub
128497,Clubland
128498,Community Pub
128499,Premium Local
128500,Sports Clubs
128503,Premium Local
128504,Premium Local
128505,Premium Local
128509,Hotel
128510,Family Pub Dining
128512,Clubland
128514,Premium Local
128515,Premium Local
128516,Hotel
128518,Premium Local
128520,Premium Local
128523,Community Pub
128528,Community Pub
128530,Premium Local
128531,Premium Local
128532,Premium Local
128533,GPGF
128539,Premium Local
128540,Hotel
128541,Family Pub Dining
128543,Premium Local
128544,GPGF
128545,Clubland
128546,Premium Local
128549,High Street Pub
128550,Premium Local
128552,High Street Pub
128554,Clubland
128555,Circuit Bar
128558,Clubland
128559,Restaurants
128565,Circuit Bar
128567,High Street Pub
128568,High Street Pub
128572,Clubland
128576,High Street Pub
128577,High Street Pub
128579,Restaurants
128581,Restaurants
128585,Premium Local
128586,Clubland
128587,Premium Local
128594,Restaurants
128602,Premium Local
128603,Premium Local
128605,High Street Pub
128608,Family Pub Dining
128609,Family Pub Dining
128611,Hotel
128615,Premium Local
128616,Hotel
128617,Community Pub
128619,Clubland
128620,Clubland
128622,Premium Local
128624,Premium Local
128625,Family Pub Dining
128626,Premium Local
128630,Family Pub Dining
128632,Casual Dining
128634,Clubland
128638,Circuit Bar
128640,GPGF
128641,Circuit Bar
128644,Circuit Bar
128646,Hotel
128647,Family Pub Dining
128649,Premium Local
128650,Family Pub Dining
128651,High Street Pub
128657,Clubland
128660,Clubland
128661,Clubland
128663,Clubland
128664,Clubland
128665,Clubland
128667,Family Pub Dining
128675,Circuit Bar
128676,Family Pub Dining
128677,Circuit Bar
128680,Circuit Bar
128681,Premium Local
128683,Family Pub Dining
128684,High Street Pub
128685,Hotel
128686,Clubland
128693,Restaurants
128694,Circuit Bar
128695,Clubland
128696,Clubland
128700,Clubland
128706,Premium Local
128707,Large Venue
128713,Premium Local
128715,GPGF
128716,Premium Local
128717,Premium Local
128719,Clubland
128720,Premium Local
128721,Premium Local
128722,Family Pub Dining
128724,Premium Local
128725,Clubland
128726,Sports Clubs
128727,Hotel
128729,Premium Local
128731,GPGF
128733,GPGF
128734,Premium Local
128736,GPGF
128737,Clubland
128739,Restaurants
128740,Premium Local
128747,Hotel
128748,Casual Dining
128749,Premium Local
128751,GPGF
128752,Premium Local
128754,Premium Local
128755,Hotel
128758,Premium Local
128760,Premium Local
128762,Premium Local
128763,Restaurants
128765,Premium Local
128766,Premium Local
128768,Premium Local
128769,Circuit Bar
128771,High Street Pub
128776,Premium Local
128778,Premium Local
128779,Clubland
128780,Restaurants
128781,Clubland
128786,Restaurants
128787,Circuit Bar
128788,Restaurants
128789,Hotel
128791,Family Pub Dining
128793,Circuit Bar
128795,Clubland
128797,Family Pub Dining
128798,Circuit Bar
128801,Clubland
128803,Circuit Bar
128805,Clubland
128814,Family Pub Dining
128815,Community Pub
128816,Large Venue
128817,High Street Pub
128818,Premium Local
128820,Premium Local
128822,Premium Local
128825,Large Venue
128828,Premium Local
128829,Clubland
128831,Clubland
128832,Hotel
128835,Premium Local
128836,Hotel
128840,Hotel
128842,Hotel
128844,Casual Dining
128849,Premium Local
128850,Premium Local
128852,Clubland
128854,Restaurants
128856,Premium Local
128858,Clubland
128859,Clubland
128860,Premium Local
128862,Clubland
128865,Family Pub Dining
128866,Premium Local
128879,Premium Local
128880,Premium Local
128886,High Street Pub
128898,Clubland
128901,Clubland
128902,Hotel
128903,Family Pub Dining
128906,Premium Local
128907,Clubland
128908,Clubland
128911,Premium Local
128912,Premium Local
128913,Hotel
128914,Restaurants
128915,Clubland
128917,Premium Local
128922,Hotel
128923,Premium Local
128925,GPGF
128928,Large Venue
128930,Family Pub Dining
128931,Premium Local
128933,Clubland
128936,Family Pub Dining
128937,Hotel
128938,Hotel
128939,Family Pub Dining
128942,Premium Local
128944,Premium Local
128947,Premium Local
128953,Hotel
128954,Hotel
128956,Premium Local
128959,Premium Local
128961,Clubland
128968,Hotel
128969,Premium Local
128971,Premium Local
128974,Circuit Bar
128977,Circuit Bar
128979,Premium Local
128981,Premium Local
128982,Clubland
128987,Circuit Bar
128989,Restaurants
128991,Clubland
128992,GPGF
128995,Premium Local
128997,Premium Local
128998,Premium Local
128999,GPGF
129000,Family Pub Dining
129001,Premium Local
129002,Premium Local
129003,Large Venue
129004,Premium Local
129006,Premium Local
129008,Premium Local
129010,Clubland
129013,Large Venue
129014,Premium Local
129015,Family Pub Dining
129016,Clubland
129020,Premium Local
129025,GPGF
129026,Hotel
129028,Clubland
129030,Premium Local
129032,Hotel
129035,GPGF
129036,Premium Local
129038,Premium Local
129039,Family Pub Dining
129040,Premium Local
129042,Premium Local
129044,Premium Local
129046,Large Venue
129047,Large Venue
129049,Premium Local
129050,GPGF
129052,Hotel
129053,Large Venue
129058,Hotel
129063,Casual Dining
129066,Clubland
129069,High Street Pub
129073,Clubland
129076,Circuit Bar
129077,Circuit Bar
129079,Hotel
129083,GPGF
129085,Clubland
129086,Circuit Bar
129087,Clubland
129088,Family Pub Dining
129092,GPGF
129094,Hotel
129098,Circuit Bar
129100,Restaurants
129103,Hotel
129106,Hotel
129109,Hotel
129110,Circuit Bar
129112,Hotel
129114,Circuit Bar
129117,Clubland
129122,ABOS
129129,Circuit Bar
129130,Circuit Bar
129133,Hotel
129148,ABOS
129150,Premium Local
129155,Premium Local
129156,Premium Local
129157,Family Pub Dining
129158,Family Pub Dining
129163,Hotel
129165,Premium Local
129167,GPGF
129170,Premium Local
129173,Premium Local
129176,Premium Local
129180,Restaurants
129183,GPGF
129186,Premium Local
129190,Family Pub Dining
129191,Family Pub Dining
129192,Premium Local
129195,Premium Local
129198,Restaurants
129199,Hotel
129200,Hotel
129205,Large Venue
129209,Large Venue
129211,Sports Clubs
129214,Premium Local
129215,Premium Local
129217,Premium Local
129219,Premium Local
129220,Premium Local
129222,Large Venue
129224,Premium Local
129225,Premium Local
129226,Premium Local
129230,Circuit Bar
129235,High Street Pub
129236,Circuit Bar
129237,Circuit Bar
129238,Family Pub Dining
129240,Premium Local
129246,Premium Local
129249,Clubland
129251,Premium Local
129252,Premium Local
129254,Premium Local
129256,Premium Local
129257,Premium Local
129258,Premium Local
129259,Clubland
129263,Family Pub Dining
129265,Clubland
129266,Family Pub Dining
129267,Clubland
129269,Restaurants
129270,Family Pub Dining
129273,Premium Local
129274,Premium Local
129279,Premium Local
129281,Clubland
129287,Premium Local
129291,Family Pub Dining
129292,Premium Local
129293,Premium Local
129294,Premium Local
129295,GPGF
129296,Family Pub Dining
129297,Circuit Bar
129298,Premium Local
129299,GPGF
129301,Family Pub Dining
129303,Premium Local
129306,Premium Local
129308,Hotel
129309,Family Pub Dining
129313,Premium Local
129318,Hotel
129319,Hotel
129320,Family Pub Dining
129323,Family Pub Dining
129324,GPGF
129326,Premium Local
129327,Premium Local
129330,Premium Local
129331,Clubland
129338,GPGF
129339,Clubland
129341,Clubland
129342,Clubland
129344,Clubland
129347,Large Venue
129348,GPGF
129351,Large Venue
129352,Hotel
129360,Sports Clubs
129361,Clubland
129362,Restaurants
129364,Premium Local
129365,Premium Local
129368,Premium Local
129369,Family Pub Dining
129370,Premium Local
129380,Premium Local
129383,GPGF
129385,Premium Local
129387,Premium Local
129388,Premium Local
129390,Clubland
129392,Premium Local
129393,Premium Local
129394,Hotel
129398,Premium Local
129401,Premium Local
129403,GPGF
129404,Premium Local
129406,Premium Local
129408,Family Pub Dining
129415,Premium Local
129416,GPGF
129418,Premium Local
129422,Premium Local
129423,GPGF
129427,Premium Local
129428,Hotel
129430,Premium Local
129431,ABOS
129434,Restaurants
129436,Premium Local
129437,Premium Local
129438,Hotel
129440,Sports Clubs
129441,GPGF
129442,GPGF
129443,GPGF
129444,Premium Local
129445,Hotel
129449,Hotel
129453,GPGF
129455,Premium Local
129456,GPGF
129457,GPGF
129458,Premium Local
129459,Premium Local
129460,GPGF
129462,Premium Local
129463,ABOS
129464,Premium Local
129468,Clubland
129470,Premium Local
129471,GPGF
129472,Premium Local
129474,GPGF
129475,Premium Local
129480,Premium Local
129483,Premium Local
129485,GPGF
129487,Premium Local
129488,Premium Local
129490,ABOS
129495,Premium Local
129501,GPGF
129502,Restaurants
129503,GPGF
129504,Hotel
129505,GPGF
129506,High Street Pub
129511,GPGF
129514,Circuit Bar
129517,GPGF
129519,Premium Local
129521,Clubland
129524,Hotel
129528,Hotel
129529,Casual Dining
129531,Restaurants
129536,Premium Local
129537,Premium Local
129539,Clubland
129546,Clubland
129548,Premium Local
129549,Premium Local
129550,GPGF
129552,Clubland
129555,Premium Local
129557,Premium Local
129564,Premium Local
129566,Family Pub Dining
129568,Family Pub Dining
129569,Premium Local
129570,GPGF
129572,Premium Local
129573,Premium Local
129574,Hotel
129575,GPGF
129579,Premium Local
129580,Hotel
129581,GPGF
129583,Premium Local
129584,Premium Local
129591,Restaurants
129593,Family Pub Dining
129595,Clubland
129597,Casual Dining
129601,Large Venue
129602,Restaurants
129603,Circuit Bar
129604,Clubland
129607,High Street Pub
129609,Hotel
129610,Restaurants
129613,Family Pub Dining
129616,Restaurants
129618,Family Pub Dining
129620,Family Pub Dining
129634,High Street Pub
129635,Circuit Bar
129636,Restaurants
129644,GPGF
129646,Community Pub
129648,Clubland
129649,Premium Local
129651,Hotel
129655,Hotel
129663,Community Pub
129668,Casual Dining
129669,Circuit Bar
129670,Restaurants
129671,Clubland
129673,Premium Local
129680,Hotel
129682,Clubland
129684,Restaurants
129692,Circuit Bar
129696,Restaurants
129697,Hotel
129700,Clubland
129701,Hotel
129706,Clubland
129707,High Street Pub
129714,Premium Local
129715,Clubland
129716,Hotel
129717,Family Pub Dining
129718,Clubland
129720,Family Pub Dining
129721,Clubland
129722,Clubland
129723,Clubland
129724,Premium Local
129727,Large Venue
129730,GPGF
129732,Family Pub Dining
129734,Premium Local
129735,Premium Local
129736,Premium Local
129738,GPGF
129752,Premium Local
129753,Clubland
129754,GPGF
129756,Premium Local
129760,GPGF
129762,Premium Local
129764,GPGF
129765,GPGF
129766,Premium Local
129767,Premium Local
129778,Premium Local
129780,Clubland
129782,Hotel
129783,Hotel
129784,Premium Local
129785,Community Pub
129787,GPGF
129788,Casual Dining
129790,Clubland
129793,Premium Local
129795,Premium Local
129798,Premium Local
129799,Premium Local
129800,Premium Local
129802,Premium Local
129804,Family Pub Dining
129805,GPGF
129808,Large Venue
129811,Clubland
129812,Premium Local
129813,GPGF
129814,ABOS
129815,Family Pub Dining
129823,Circuit Bar
129824,Clubland
129831,Hotel
129832,Family Pub Dining
129833,Hotel
129836,Community Pub
129837,Clubland
129838,Family Pub Dining
129841,Premium Local
129844,Premium Local
129847,Circuit Bar
129849,Premium Local
129854,Premium Local
129855,Premium Local
129856,High Street Pub
129862,Clubland
129863,Premium Local
129864,Restaurants
129868,Clubland
129869,Community Pub
129870,Large Venue
129871,Family Pub Dining
129872,Premium Local
129875,Premium Local
129882,Family Pub Dining
129883,Clubland
129884,Hotel
129885,Premium Local
129886,GPGF
129889,Family Pub Dining
129890,High Street Pub
129893,Family Pub Dining
129894,GPGF
129899,Clubland
129900,Community Pub
129902,Clubland
129904,Clubland
129905,Premium Local
129908,Family Pub Dining
129912,Premium Local
129914,Family Pub Dining
129915,GPGF
129917,Community Pub
129920,Clubland
129923,Community Pub
129925,Clubland
129926,Premium Local
129931,High Street Pub
129932,Clubland
129935,Family Pub Dining
129936,Clubland
129941,Restaurants
129943,Circuit Bar
129944,Hotel
129945,Family Pub Dining
129946,Clubland
129947,Family Pub Dining
129948,Hotel
129951,Family Pub Dining
129954,Family Pub Dining
129955,Premium Local
129956,Family Pub Dining
129958,Clubland
129959,Hotel
129960,Clubland
129961,Premium Local
129964,Community Pub
129966,Premium Local
129970,Clubland
129972,Family Pub Dining
129973,Family Pub Dining
129974,Community Pub
129975,Community Pub
129976,Premium Local
129977,Family Pub Dining
129979,Circuit Bar
129989,Clubland
129991,Circuit Bar
129992,Clubland
129993,Family Pub Dining
129996,Clubland
130002,Sports Clubs
130003,Community Pub
130006,GPGF
130008,Premium Local
130011,Hotel
130012,Hotel
130015,GPGF
130017,Premium Local
130018,GPGF
130019,Hotel
130024,Hotel
130028,Restaurants
130030,Premium Local
130031,Premium Local
130034,Restaurants
130035,Premium Local
130036,Clubland
130038,Clubland
130039,Clubland
130041,Hotel
130043,Premium Local
130044,Family Pub Dining
130045,Premium Local
130046,Premium Local
130048,Clubland
130050,Clubland
130052,Restaurants
130053,Hotel
130055,Family Pub Dining
130056,Hotel
130059,Casual Dining
130066,Hotel
130071,Clubland
130072,Clubland
130073,Hotel
130078,Clubland
130079,Hotel
130080,Circuit Bar
130082,Casual Dining
130084,Restaurants
130086,Hotel
130091,Hotel
130092,Hotel
130093,Hotel
130095,Family Pub Dining
130097,Clubland
130098,Premium Local
130103,Large Venue
130108,Premium Local
130109,Premium Local
130112,Clubland
130113,Hotel
130114,Clubland
130118,Hotel
130122,Premium Local
130124,Family Pub Dining
130125,Hotel
130132,Premium Local
130133,Premium Local
130134,Restaurants
130137,Clubland
130138,Large Venue
130143,Hotel
130147,Hotel
130148,Restaurants
130151,Premium Local
130153,Hotel
130155,Hotel
130158,Hotel
130159,Hotel
130168,Hotel
130172,Clubland
130176,Premium Local
130179,Restaurants
130180,Premium Local
130182,Premium Local
130183,Restaurants
130185,Hotel
130187,Restaurants
130188,Hotel
130191,Clubland
130193,Hotel
130195,Hotel
130196,ABOS
130200,GPGF
130203,Premium Local
130204,Large Venue
130205,GPGF
130206,Family Pub Dining
130211,GPGF
130225,Hotel
130226,Premium Local
130227,Premium Local
130229,GPGF
130230,Sports Clubs
130232,GPGF
130233,Sports Clubs
130234,GPGF
130237,ABOS
130250,Family Pub Dining
130253,Hotel
130254,GPGF
130256,GPGF
130260,Family Pub Dining
130261,Family Pub Dining
130263,Premium Local
130264,Clubland
130267,Premium Local
130270,Premium Local
130271,Clubland
130273,Hotel
130274,Premium Local
130276,Premium Local
130277,Premium Local
130282,Premium Local
130284,GPGF
130285,Restaurants
130286,Clubland
130287,Family Pub Dining
130289,Premium Local
130293,Premium Local
130294,Premium Local
130295,Hotel
130297,Family Pub Dining
130298,Large Venue
130299,Family Pub Dining
130301,Premium Local
130308,GPGF
130311,GPGF
130315,GPGF
130317,Premium Local
130318,Hotel
130320,Hotel
130321,Premium Local
130324,Family Pub Dining
130326,Premium Local
130327,Family Pub Dining
130328,Hotel
130331,Premium Local
130332,Premium Local
130333,Sports Clubs
130335,Premium Local
130336,Family Pub Dining
130339,Family Pub Dining
130341,High Street Pub
130343,Clubland
130345,Clubland
130346,Premium Local
130347,Community Pub
130348,Hotel
130349,Community Pub
130350,Clubland
130351,Community Pub
130352,High Street Pub
130353,High Street Pub
130359,Family Pub Dining
130361,Large Venue
130362,Clubland
130364,Clubland
130365,High Street Pub
130366,Restaurants
130367,Restaurants
130370,Community Pub
130372,High Street Pub
130375,Clubland
130380,Clubland
130384,Restaurants
130388,Hotel
130390,Hotel
130392,Large Venue
130393,Large Venue
130394,Night Club
130395,High Street Pub
130397,Restaurants
130398,Restaurants
130401,Hotel
130402,High Street Pub
130405,Community Pub
130411,Community Pub
130412,Family Pub Dining
130420,Clubland
130424,Family Pub Dining
130425,Hotel
130427,High Street Pub
130430,Community Pub
130432,Clubland
130435,Family Pub Dining
130436,High Street Pub
130438,Community Pub
130439,Community Pub
130441,Community Pub
130447,Community Pub
130448,Family Pub Dining
130450,Premium Local
130451,Community Pub
130453,Clubland
130454,Family Pub Dining
130455,Premium Local
130457,Family Pub Dining
130458,Premium Local
130459,Premium Local
130460,Family Pub Dining
130465,Premium Local
130467,GPGF
130469,Clubland
130470,Family Pub Dining
130472,GPGF
130473,GPGF
130474,GPGF
130475,GPGF
130476,Clubland
130478,Premium Local
130481,GPGF
130483,Premium Local
130484,Family Pub Dining
130485,Premium Local
130486,Clubland
130488,GPGF
130489,Family Pub Dining
130490,Family Pub Dining
130491,Family Pub Dining
130493,Large Venue
130498,Clubland
130501,Restaurants
130504,Circuit Bar
130505,High Street Pub
130512,Hotel
130513,Hotel
130516,Family Pub Dining
130518,Premium Local
130520,Family Pub Dining
130523,High Street Pub
130524,Restaurants
130526,Large Venue
130527,Clubland
130535,Large Venue
130537,Large Venue
130539,Large Venue
130541,Clubland
130542,Clubland
130551,Clubland
130552,Large Venue
130553,Large Venue
130554,Clubland
130556,Premium Local
130557,Family Pub Dining
130559,Large Venue
130565,Premium Local
130567,Clubland
130570,Community Pub
130572,Clubland
130575,Large Venue
130576,Premium Local
130577,Premium Local
130579,Hotel
130581,Family Pub Dining
130582,Hotel
130583,Restaurants
130584,Family Pub Dining
130585,Family Pub Dining
130587,Premium Local
130589,Family Pub Dining
130590,Hotel
130591,Hotel
130593,Family Pub Dining
130594,Family Pub Dining
130595,Premium Local
130599,Premium Local
130600,Family Pub Dining
130608,Clubland
130609,Circuit Bar
130611,Family Pub Dining
130612,Circuit Bar
130615,Community Pub
130616,Clubland
130617,Circuit Bar
130623,Clubland
130626,Restaurants
130630,Circuit Bar
130631,Community Pub
130633,Clubland
130634,Clubland
130638,Clubland
130641,Casual Dining
130643,Restaurants
130648,Clubland
130650,Clubland
130653,Family Pub Dining
130656,Hotel
130657,Clubland
130658,Premium Local
130660,Premium Local
130662,Clubland
130667,Hotel
130668,Premium Local
130669,Premium Local
130671,Clubland
130674,Clubland
130675,Hotel
130676,Premium Local
130677,Premium Local
130678,Hotel
130679,Clubland
130685,Community Pub
130686,Clubland
130689,Family Pub Dining
130690,Community Pub
130693,Premium Local
130698,Clubland
130699,Premium Local
130701,Sports Clubs
130702,Premium Local
130703,Premium Local
130704,Hotel
130705,Family Pub Dining
130706,Hotel
130711,Premium Local
130714,Premium Local
130715,Community Pub
130716,Premium Local
130718,Premium Local
130719,Premium Local
130721,Premium Local
130724,Premium Local
130734,Premium Local
130737,Premium Local
130747,Restaurants
130749,Casual Dining
130751,Clubland
130754,Family Pub Dining
130757,Clubland
130758,Hotel
130764,Hotel
130768,Hotel
130769,Restaurants
130771,High Street Pub
130772,Circuit Bar
130775,Circuit Bar
130776,Circuit Bar
130777,Hotel
130778,Circuit Bar
130779,Community Pub
130783,Clubland
130784,Clubland
130789,Family Pub Dining
130790,Community Pub
130791,Community Pub
130794,Community Pub
130795,Clubland
130800,Hotel
130803,Premium Local
130807,Community Pub
130808,Clubland
130809,Clubland
130812,Community Pub
130813,Clubland
130814,Clubland
130815,Community Pub
130818,Large Venue
130819,Premium Local
130822,Hotel
130824,Premium Local
130826,Clubland
130827,Hotel
130828,Clubland
130830,Hotel
130834,Hotel
130835,Hotel
130836,Premium Local
130838,Premium Local
130840,Premium Local
130843,Premium Local
130845,Hotel
130846,Premium Local
130849,Clubland
130850,Premium Local
130851,Clubland
130852,Premium Local
130853,Premium Local
130854,Clubland
130856,Premium Local
130858,Hotel
130859,Premium Local
130861,Circuit Bar
130862,Clubland
130864,High Street Pub
130867,High Street Pub
130869,Clubland
130870,Circuit Bar
130874,Clubland
130876,Hotel
130877,Hotel
130879,Hotel
130882,Night Club
130885,Clubland
130886,Clubland
130888,Hotel
130889,Hotel
130890,Premium Local
130891,Community Pub
130892,Clubland
130894,Sports Clubs
130896,Premium Local
130897,Premium Local
130900,Hotel
130902,Hotel
130904,Sports Clubs
130905,Premium Local
130908,Casual Dining
130910,GPGF
130912,Hotel
130913,Hotel
130914,Hotel
130916,Hotel
130919,Premium Local
130920,Sports Clubs
130924,Hotel
130926,Premium Local
130927,High Street Pub
130932,Premium Local
130933,Clubland
130937,Clubland
130938,Hotel
130940,Hotel
130942,Clubland
130945,Restaurants
130947,Hotel
130949,Family Pub Dining
130952,Hotel
130954,Hotel
130955,Hotel
130956,Clubland
130957,Family Pub Dining
130958,Premium Local
130959,Family Pub Dining
130961,Clubland
130962,Circuit Bar
130964,Circuit Bar
130965,Restaurants
130966,Clubland
